"search","socialmedia","termsconditions","age","behavior","interest","commercial","awareness","concern","regulation","comfort","F_internetuse","F_termsconditions","F_age","F_behavior","F_interest","F_commercial","F_awareness","F_concern","F_regulation","F_comfort","F_nationality"
3,1,2,52,1,1,1,1,2,1,3,"light_user","read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,3,22,1,1,1,1,4,4,1,"heavy_user","don't read","15-24","agree","agree","agree","agree","disagree","disagree","comfortable","MALTA"
1,1,2,16,1,1,1,1,2,1,2.33333333333333,"heavy_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,2,2,18,1,1,3,1,2,1,3,"light_user","read","15-24","agree","agree","disagree","agree","agree","agree","uncomfortable","MALTA"
4,4,3,28,1,1,1,1,1,1,2.33333333333333,"light_user","don't read","25-39","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,1,3,27,1,1,1,1,2,4,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","disagree","comfortable","MALTA"
1,1,1,56,4,4,2,1,1,1,3.33333333333333,"heavy_user","read","55+","disagree","disagree","agree","agree","agree","agree","uncomfortable","MALTA"
2,2,1,32,2,2,2,3,3,3,3,"light_user","read","25-39","agree","agree","agree","disagree","disagree","disagree","uncomfortable","MALTA"
2,1,3,42,2,2,1,2,3,1,2.66666666666667,"light_user","don't read","40-54","agree","agree","agree","agree","disagree","agree","comfortable","MALTA"
1,1,3,47,3,1,4,2,2,4,4,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","agree","disagree","uncomfortable","MALTA"
1,1,2,18,2,2,1,1,1,1,1.33333333333333,"heavy_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,2,1,22,2,1,3,2,1,3,1,"light_user","read","15-24","agree","agree","disagree","agree","agree","disagree","comfortable","MALTA"
1,1,3,68,1,2,1,2,2,1,3,"heavy_user","don't read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,1,56,2,2,4,2,3,3,3.33333333333333,"heavy_user","read","55+","agree","agree","disagree","agree","disagree","disagree","uncomfortable","FRANCE"
1,1,1,51,2,2,2,2,2,2,3.33333333333333,"heavy_user","read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
3,3,1,52,2,2,2,2,2,2,2,"light_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,1,2,22,1,1,1,1,2,2,2,"heavy_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,2,3,23,2,2,3,2,3,2,2,"light_user","don't read","15-24","agree","agree","disagree","agree","disagree","agree","comfortable","MALTA"
1,1,3,15,1,1,1,1,1,1,3.66666666666667,"heavy_user","don't read","15-24","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,1,61,4,2,1,1,1,1,3.66666666666667,"heavy_user","read","55+","disagree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
3,1,3,37,2,2,2,2,2,2,3,"light_user","don't read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,1,27,1,1,1,1,4,1,1.66666666666667,"heavy_user","read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","MALTA"
1,1,3,16,1,1,1,1,1,2,2,"heavy_user","don't read","15-24","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,1,3,16,2,1,1,2,2,1,1,"heavy_user","don't read","15-24","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,1,3,39,1,1,1,1,1,2,4,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,3,45,1,3,3,1,1,1,3,"heavy_user","don't read","40-54","agree","disagree","disagree","agree","agree","agree","uncomfortable","MALTA"
2,1,1,59,3,1,1,1,1,1,3,"light_user","read","55+","disagree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,1,49,2,2,2,1,2,4,3,"heavy_user","read","40-54","agree","agree","agree","agree","agree","disagree","uncomfortable","MALTA"
1,1,1,36,2,2,2,1,1,1,2.33333333333333,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,1,3,67,1,1,3,1,2,2,4,"heavy_user","don't read","55+","agree","agree","disagree","agree","agree","agree","uncomfortable","MALTA"
2,1,3,21,3,1,1,1,2,2,2.66666666666667,"light_user","don't read","15-24","disagree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,2,3,45,3,1,2,2,1,1,2.33333333333333,"light_user","don't read","40-54","disagree","agree","agree","agree","agree","agree","comfortable","MALTA"
2,1,2,34,2,2,2,2,2,2,2,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
2,1,3,17,4,3,1,1,3,4,1.33333333333333,"light_user","don't read","15-24","disagree","disagree","agree","agree","disagree","disagree","comfortable","MALTA"
1,1,3,20,2,2,2,2,3,2,3,"heavy_user","don't read","15-24","agree","agree","agree","agree","disagree","agree","uncomfortable","MALTA"
1,1,3,56,2,2,4,2,3,2,4,"heavy_user","don't read","55+","agree","agree","disagree","agree","disagree","agree","uncomfortable","MALTA"
2,1,1,65,4,2,4,2,4,1,3,"light_user","read","55+","disagree","agree","disagree","agree","disagree","agree","uncomfortable","MALTA"
2,2,1,53,4,2,2,2,2,1,4,"light_user","read","40-54","disagree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,2,1,20,1,1,1,2,2,2,3,"light_user","read","15-24","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,2,30,1,1,1,2,1,4,1.33333333333333,"heavy_user","read","25-39","agree","agree","agree","agree","agree","disagree","comfortable","MALTA"
1,1,3,24,2,1,3,1,1,1,4,"heavy_user","don't read","15-24","agree","agree","disagree","agree","agree","agree","uncomfortable","MALTA"
1,3,3,75,4,1,2,1,1,4,4,"light_user","don't read","55+","disagree","agree","agree","agree","agree","disagree","uncomfortable","MALTA"
1,1,3,25,3,2,2,1,2,2,1.66666666666667,"heavy_user","don't read","25-39","disagree","agree","agree","agree","agree","agree","comfortable","FRANCE"
1,1,2,66,2,1,2,3,2,1,2,"heavy_user","read","55+","agree","agree","agree","disagree","agree","agree","comfortable","MALTA"
1,1,1,23,4,3,1,3,1,1,3,"heavy_user","read","15-24","disagree","disagree","agree","disagree","agree","agree","uncomfortable","MALTA"
1,1,3,16,1,1,1,2,2,2,4,"heavy_user","don't read","15-24","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,3,55,1,1,2,3,1,3,4,"heavy_user","don't read","55+","agree","agree","agree","disagree","agree","disagree","uncomfortable","MALTA"
1,1,3,19,1,1,1,1,1,1,4,"heavy_user","don't read","15-24","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,3,21,1,4,1,2,3,1,4,"heavy_user","don't read","15-24","agree","disagree","agree","agree","disagree","agree","uncomfortable","MALTA"
1,2,1,68,1,1,2,2,2,2,3.33333333333333,"light_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,2,48,2,1,3,2,2,1,3.66666666666667,"heavy_user","read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","MALTA"
1,1,3,50,2,1,4,2,2,2,3.33333333333333,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","MALTA"
1,1,1,19,1,1,1,1,3,1,1.66666666666667,"heavy_user","read","15-24","agree","agree","agree","agree","disagree","agree","comfortable","MALTA"
1,2,2,31,2,2,3,2,1,1,2,"light_user","read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","MALTA"
1,1,3,39,3,1,4,2,3,4,2.33333333333333,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","disagree","disagree","comfortable","MALTA"
1,5,1,68,2,2,3,1,2,4,3.33333333333333,"light_user","read","55+","agree","agree","disagree","agree","agree","disagree","uncomfortable","MALTA"
1,1,1,56,4,1,4,1,1,1,2,"heavy_user","read","55+","disagree","agree","disagree","agree","agree","agree","comfortable","UK"
1,1,3,20,4,1,4,2,4,4,2,"heavy_user","don't read","15-24","disagree","agree","disagree","agree","disagree","disagree","comfortable","MALTA"
1,1,3,40,1,1,1,1,1,4,4,"heavy_user","don't read","40-54","agree","agree","agree","agree","agree","disagree","uncomfortable","MALTA"
1,1,2,41,1,1,1,2,2,1,2,"heavy_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","UK"
1,5,3,52,2,2,2,1,2,1,2,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,5,2,53,2,2,2,2,4,2,2.33333333333333,"light_user","read","40-54","agree","agree","agree","agree","disagree","agree","comfortable","MALTA"
1,3,1,42,1,2,2,1,1,2,3,"light_user","read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","MALTA"
1,1,3,58,1,1,4,2,4,2,2.33333333333333,"heavy_user","don't read","55+","agree","agree","disagree","agree","disagree","agree","comfortable","MALTA"
1,3,2,60,2,2,2,2,2,2,2.66666666666667,"light_user","read","55+","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,1,2,69,2,2,2,2,2,2,2,"heavy_user","read","55+","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
2,5,2,55,2,2,2,2,2,2,2.66666666666667,"light_user","read","55+","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
1,1,3,46,2,2,3,2,2,2,2.66666666666667,"heavy_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","comfortable","MALTA"
1,1,3,16,2,2,2,2,3,2,4,"heavy_user","don't read","15-24","agree","agree","agree","agree","disagree","agree","uncomfortable","MALTA"
1,1,2,28,1,1,1,1,1,1,2.66666666666667,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","ROMANIA"
1,1,2,18,2,2,2,2,3,3,3,"heavy_user","read","15-24","agree","agree","agree","agree","disagree","disagree","uncomfortable","MALTA"
1,1,3,83,2,3,3,1,1,4,2,"heavy_user","don't read","55+","agree","disagree","disagree","agree","agree","disagree","comfortable","MALTA"
1,1,3,21,1,2,2,2,3,2,2.66666666666667,"heavy_user","don't read","15-24","agree","agree","agree","agree","disagree","agree","comfortable","MALTA"
3,1,3,57,2,2,2,2,2,2,2,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","comfortable","MALTA"
2,2,1,60,1,1,3,1,3,1,2.66666666666667,"light_user","read","55+","agree","agree","disagree","agree","disagree","agree","comfortable","UK"
1,1,3,49,3,1,4,1,4,4,2,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","disagree","disagree","comfortable","MALTA"
1,1,3,25,1,2,2,2,2,3,2.66666666666667,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","disagree","comfortable","MALTA"
1,1,3,23,1,2,1,1,1,1,3,"heavy_user","don't read","15-24","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,2,1,34,2,1,2,2,2,2,2.66666666666667,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,2,1,32,2,2,2,2,2,2,2,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,1,3,34,4,1,4,1,1,1,2.66666666666667,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","agree","agree","comfortable","POLAND"
1,1,3,35,3,2,4,1,1,2,3.66666666666667,"heavy_user","don't read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,1,3,33,1,2,4,2,4,1,2.33333333333333,"heavy_user","don't read","25-39","agree","agree","disagree","agree","disagree","agree","comfortable","POLAND"
1,1,2,24,2,1,1,1,1,1,3,"heavy_user","read","15-24","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,3,18,2,1,4,1,2,4,2,"heavy_user","don't read","15-24","agree","agree","disagree","agree","agree","disagree","comfortable","POLAND"
1,2,1,38,2,2,3,1,1,1,3,"light_user","read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,2,1,27,4,1,3,1,1,4,2.33333333333333,"light_user","read","25-39","disagree","agree","disagree","agree","agree","disagree","comfortable","POLAND"
1,1,3,57,3,3,3,2,2,3,2,"heavy_user","don't read","55+","disagree","disagree","disagree","agree","agree","disagree","comfortable","POLAND"
2,2,3,58,2,1,2,1,1,1,3.66666666666667,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
3,2,2,61,2,1,3,1,1,1,2,"light_user","read","55+","agree","agree","disagree","agree","agree","agree","comfortable","POLAND"
1,1,1,45,2,2,3,2,1,1,4,"heavy_user","read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,1,1,46,3,2,2,2,2,1,4,"heavy_user","read","40-54","disagree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,2,36,1,2,1,2,2,2,3.33333333333333,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,1,50,2,2,2,1,1,1,3,"heavy_user","read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,3,3,25,3,2,2,2,2,2,2,"light_user","don't read","25-39","disagree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,5,3,26,2,1,3,2,2,1,2,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","comfortable","POLAND"
1,1,1,35,2,2,3,2,3,4,2.33333333333333,"heavy_user","read","25-39","agree","agree","disagree","agree","disagree","disagree","comfortable","POLAND"
1,1,3,21,1,2,3,2,2,3,2,"heavy_user","don't read","15-24","agree","agree","disagree","agree","agree","disagree","comfortable","POLAND"
1,3,2,24,4,1,2,1,1,1,3,"light_user","read","15-24","disagree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,1,26,2,1,3,2,3,2,2,"heavy_user","read","25-39","agree","agree","disagree","agree","disagree","agree","comfortable","POLAND"
1,2,1,28,1,1,1,1,1,1,3,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,5,3,36,3,2,3,2,1,1,3,"light_user","don't read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,1,3,27,1,1,3,1,1,1,3,"heavy_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
2,2,2,22,3,2,2,2,3,3,2.33333333333333,"light_user","read","15-24","disagree","agree","agree","agree","disagree","disagree","comfortable","POLAND"
1,3,3,40,2,2,3,1,1,1,2.33333333333333,"light_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","comfortable","POLAND"
4,4,2,25,4,4,4,4,4,4,3.66666666666667,"light_user","read","25-39","disagree","disagree","disagree","disagree","disagree","disagree","uncomfortable","POLAND"
3,3,3,26,4,4,4,4,4,4,3.66666666666667,"light_user","don't read","25-39","disagree","disagree","disagree","disagree","disagree","disagree","uncomfortable","POLAND"
1,3,3,26,2,2,4,2,1,2,3,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,1,2,53,1,1,1,4,1,4,3,"heavy_user","read","40-54","agree","agree","agree","disagree","agree","disagree","uncomfortable","POLAND"
1,1,3,42,3,1,3,1,2,1,2.33333333333333,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","agree","agree","comfortable","POLAND"
4,4,1,58,3,3,3,2,1,2,3.33333333333333,"light_user","read","55+","disagree","disagree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,2,1,21,1,1,1,1,4,1,1,"light_user","read","15-24","agree","agree","agree","agree","disagree","agree","comfortable","POLAND"
2,2,3,23,2,1,2,3,3,3,2.33333333333333,"light_user","don't read","15-24","agree","agree","agree","disagree","disagree","disagree","comfortable","POLAND"
2,4,1,38,1,1,2,2,3,2,2.33333333333333,"light_user","read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","POLAND"
1,2,2,36,2,2,2,2,3,2,2.33333333333333,"light_user","read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","POLAND"
5,5,2,40,2,1,3,2,4,1,1,"light_user","read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","POLAND"
1,1,1,26,4,1,4,1,1,1,3,"heavy_user","read","25-39","disagree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,3,1,52,2,1,3,2,3,1,2.33333333333333,"light_user","read","40-54","agree","agree","disagree","agree","disagree","agree","comfortable","POLAND"
1,3,2,43,4,4,4,2,3,1,2,"light_user","read","40-54","disagree","disagree","disagree","agree","disagree","agree","comfortable","POLAND"
1,1,3,69,3,2,3,2,3,3,1,"heavy_user","don't read","55+","disagree","agree","disagree","agree","disagree","disagree","comfortable","POLAND"
3,5,1,62,3,1,4,2,1,2,3,"light_user","read","55+","disagree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,2,1,33,2,1,3,2,3,2,2,"light_user","read","25-39","agree","agree","disagree","agree","disagree","agree","comfortable","POLAND"
1,3,3,52,1,1,4,1,1,1,3,"light_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,2,2,16,3,1,2,1,2,2,2.66666666666667,"light_user","read","15-24","disagree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,5,3,33,3,2,4,3,1,1,3,"light_user","don't read","25-39","disagree","agree","disagree","disagree","agree","agree","uncomfortable","POLAND"
1,2,2,46,1,2,2,2,1,1,2.66666666666667,"light_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,3,1,55,2,2,1,1,2,2,3.66666666666667,"light_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
2,3,1,33,3,3,2,3,2,3,3.33333333333333,"light_user","read","25-39","disagree","disagree","agree","disagree","agree","disagree","uncomfortable","POLAND"
3,2,2,38,3,2,2,3,2,3,3.33333333333333,"light_user","read","25-39","disagree","agree","agree","disagree","agree","disagree","uncomfortable","POLAND"
3,2,1,22,2,3,3,3,4,3,2.66666666666667,"light_user","read","15-24","agree","disagree","disagree","disagree","disagree","disagree","comfortable","POLAND"
1,4,1,25,4,4,3,3,2,3,3.66666666666667,"light_user","read","25-39","disagree","disagree","disagree","disagree","agree","disagree","uncomfortable","POLAND"
2,3,1,37,3,2,3,3,2,3,3.33333333333333,"light_user","read","25-39","disagree","agree","disagree","disagree","agree","disagree","uncomfortable","POLAND"
5,4,2,57,3,4,4,4,3,4,3.33333333333333,"light_user","read","55+","disagree","disagree","disagree","disagree","disagree","disagree","uncomfortable","POLAND"
3,1,3,19,2,2,3,2,3,2,3,"light_user","don't read","15-24","agree","agree","disagree","agree","disagree","agree","uncomfortable","POLAND"
4,3,2,37,4,4,3,2,3,4,3,"light_user","read","25-39","disagree","disagree","disagree","agree","disagree","disagree","uncomfortable","POLAND"
3,3,2,58,3,2,3,3,4,4,3.66666666666667,"light_user","read","55+","disagree","agree","disagree","disagree","disagree","disagree","uncomfortable","POLAND"
2,3,2,17,1,2,2,1,2,2,3.33333333333333,"light_user","read","15-24","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
2,3,3,55,4,3,4,4,4,4,4,"light_user","don't read","55+","disagree","disagree","disagree","disagree","disagree","disagree","uncomfortable","POLAND"
1,1,3,41,4,1,3,1,1,1,2,"heavy_user","don't read","40-54","disagree","agree","disagree","agree","agree","agree","comfortable","POLAND"
2,3,3,31,1,2,3,1,1,1,3,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
2,2,1,34,2,2,4,1,2,2,3,"light_user","read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,1,2,29,2,2,2,2,2,2,3.66666666666667,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,1,31,1,2,2,2,2,2,3,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,2,29,2,2,3,2,1,1,3.66666666666667,"heavy_user","read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,2,3,42,2,1,2,2,1,2,3,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,2,1,30,2,2,2,2,2,3,2.66666666666667,"light_user","read","25-39","agree","agree","agree","agree","agree","disagree","comfortable","POLAND"
1,3,3,26,1,2,2,1,2,2,3,"light_user","don't read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,2,3,42,1,2,1,2,1,2,3.33333333333333,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,1,21,2,2,2,2,1,2,2,"heavy_user","read","15-24","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,3,1,71,1,2,1,2,2,2,3.66666666666667,"light_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,3,18,1,2,2,1,2,3,2.33333333333333,"heavy_user","don't read","15-24","agree","agree","agree","agree","agree","disagree","comfortable","POLAND"
1,2,2,66,3,2,2,2,2,4,1,"light_user","read","55+","disagree","agree","agree","agree","agree","disagree","comfortable","POLAND"
2,2,1,46,1,2,2,1,1,2,1.66666666666667,"light_user","read","40-54","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,4,3,52,2,2,2,1,2,1,2,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,1,3,26,2,1,1,2,3,1,2,"heavy_user","don't read","25-39","agree","agree","agree","agree","disagree","agree","comfortable","POLAND"
1,3,3,50,2,1,3,2,2,2,2,"light_user","don't read","40-54","agree","agree","disagree","agree","agree","agree","comfortable","POLAND"
1,3,3,30,1,1,3,1,2,1,3,"light_user","don't read","25-39","agree","agree","disagree","agree","agree","agree","uncomfortable","POLAND"
1,1,2,38,1,2,2,2,2,1,3.66666666666667,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,1,31,1,2,2,2,2,1,2,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
2,3,2,33,2,1,1,1,2,1,2.33333333333333,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,2,2,28,2,2,2,2,2,2,3,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
3,5,1,38,2,1,2,2,2,2,3,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,1,26,2,2,3,2,2,3,3,"heavy_user","read","25-39","agree","agree","disagree","agree","agree","disagree","uncomfortable","POLAND"
1,2,3,52,2,2,2,2,2,2,3,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,2,17,3,3,3,2,3,3,2,"heavy_user","read","15-24","disagree","disagree","disagree","agree","disagree","disagree","comfortable","POLAND"
1,1,3,32,1,1,2,2,1,1,3.33333333333333,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,2,2,64,2,2,1,2,2,2,3,"light_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,2,3,57,2,2,1,2,2,2,3.66666666666667,"light_user","don't read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,3,36,2,2,2,1,1,1,3,"heavy_user","don't read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,1,1,34,1,1,1,1,1,1,3.33333333333333,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
2,1,2,33,2,2,1,2,1,2,2.66666666666667,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,2,1,33,1,2,2,2,1,2,3,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,3,2,30,1,1,1,2,1,2,3,"light_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
1,2,1,27,3,2,2,2,1,1,3.33333333333333,"light_user","read","25-39","disagree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
2,3,3,40,2,2,2,2,2,2,2,"light_user","don't read","40-54","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
1,1,1,32,2,2,2,3,3,3,2,"heavy_user","read","25-39","agree","agree","agree","disagree","disagree","disagree","comfortable","POLAND"
2,2,3,25,3,3,3,3,4,4,2,"light_user","don't read","25-39","disagree","disagree","disagree","disagree","disagree","disagree","comfortable","POLAND"
3,4,1,63,1,1,1,2,2,2,3,"light_user","read","55+","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
2,3,2,42,2,2,1,2,1,2,3,"light_user","read","40-54","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
2,2,2,26,3,3,2,2,3,3,2.66666666666667,"light_user","read","25-39","disagree","disagree","agree","agree","disagree","disagree","comfortable","POLAND"
2,2,3,26,3,2,3,3,2,3,3,"light_user","don't read","25-39","disagree","agree","disagree","disagree","agree","disagree","uncomfortable","POLAND"
2,3,2,40,2,3,2,2,2,3,2.33333333333333,"light_user","read","40-54","agree","disagree","agree","agree","agree","disagree","comfortable","POLAND"
1,1,2,30,2,2,1,2,1,1,2.33333333333333,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","comfortable","POLAND"
2,4,2,34,3,3,2,2,2,3,2.66666666666667,"light_user","read","25-39","disagree","disagree","agree","agree","agree","disagree","comfortable","POLAND"
3,2,2,33,2,4,3,2,2,2,3,"light_user","read","25-39","agree","disagree","disagree","agree","agree","agree","uncomfortable","POLAND"
2,3,2,25,4,3,4,2,3,1,2.33333333333333,"light_user","read","25-39","disagree","disagree","disagree","agree","disagree","agree","comfortable","POLAND"
1,1,2,38,4,3,4,2,2,2,2,"heavy_user","read","25-39","disagree","disagree","disagree","agree","agree","agree","comfortable","POLAND"
1,2,2,26,2,2,2,2,3,2,3,"light_user","read","25-39","agree","agree","agree","agree","disagree","agree","uncomfortable","POLAND"
2,1,2,24,2,1,2,3,3,2,3,"light_user","read","15-24","agree","agree","agree","disagree","disagree","agree","uncomfortable","POLAND"
2,1,2,26,1,2,3,3,3,2,3,"light_user","read","25-39","agree","agree","disagree","disagree","disagree","agree","uncomfortable","POLAND"
5,2,2,29,3,4,3,2,4,4,2.66666666666667,"light_user","read","25-39","disagree","disagree","disagree","agree","disagree","disagree","comfortable","POLAND"
2,5,2,16,4,2,4,3,4,4,2.66666666666667,"light_user","read","15-24","disagree","agree","disagree","disagree","disagree","disagree","comfortable","POLAND"
4,3,2,34,3,2,4,3,4,2,3.66666666666667,"light_user","read","25-39","disagree","agree","disagree","disagree","disagree","agree","uncomfortable","POLAND"
1,1,1,25,2,2,2,2,2,2,3,"heavy_user","read","25-39","agree","agree","agree","agree","agree","agree","uncomfortable","POLAND"
2,1,3,30,3,1,3,2,1,2,2,"light_user","don't read","25-39","disagree","agree","disagree","agree","agree","agree","comfortable","POLAND"
2,1,3,26,2,2,1,2,2,3,3,"light_user","don't read","25-39","agree","agree","agree","agree","agree","disagree","uncomfortable","POLAND"
2,2,3,24,3,3,2,3,2,3,3,"light_user","don't read","15-24","disagree","disagree","agree","disagree","agree","disagree","uncomfortable","POLAND"
1,2,3,41,3,2,2,3,2,2,2,"light_user","don't read","40-54","disagree","agree","agree","disagree","agree","agree","comfortable","POLAND"
1,1,2,16,2,2,3,2,1,4,4,"heavy_user","read","15-24","agree","agree","disagree","agree","agree","disagree","uncomfortable","POLAND"
1,1,3,16,2,2,4,2,2,2,2,"heavy_user","don't read","15-24","agree","agree","disagree","agree","agree","agree","comfortable","POLAND"
2,3,3,17,2,2,2,3,2,2,2,"light_user","don't read","15-24","agree","agree","agree","disagree","agree","agree","comfortable","POLAND"
1,2,3,17,2,2,1,2,2,3,4,"light_user","don't read","15-24","agree","agree","agree","agree","agree","disagree","uncomfortable","POLAND"
